FishID,Source,Location,Year_samples_collected,d13C,d15N,d34S,%C,%N,%S,CN,Species,Station,SIA_location
918_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.8,8.66,19.96,44.47,13.41,0.96,3.32,Hake,Santanyi,LSMSF
926_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.87,7.79,19.7,43.27,13.39,0.97,3.23,Hake,Santanyi,LSMSF
927_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.74,8.3,19.97,43.42,13.38,0.94,3.25,Hake,Santanyi,LSMSF
929_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.8,7.68,19.95,43.75,13.65,0.93,3.2,Hake,Santanyi,LSMSF
932_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.77,8.39,19.88,43.82,13.4,1.01,3.27,Hake,Santanyi,LSMSF
934_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.35,9.03,20.13,43.53,13.45,0.94,3.24,Hake,Santanyi,LSMSF
937_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.89,8.06,19.47,43.83,13.49,0.97,3.25,Hake,Santanyi,LSMSF
938_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.86,7.89,19.71,43.8,13.51,0.98,3.24,Hake,Santanyi,LSMSF
947_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.08,10.04,20.19,44.12,13.81,0.95,3.19,Hake,Santanyi,LSMSF
948_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.34,9.48,19.26,43.83,13.53,0.93,3.24,Hake,Santanyi,LSMSF
957_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-20.09,8.01,19.39,45.92,13.57,0.96,3.38,Hake,Santanyi,LSMSF
958_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.89,8.13,20.09,45.1,13.85,1.01,3.26,Hake,Santanyi,LSMSF
972_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.06,9.83,20.08,44.05,13.8,0.93,3.19,Hake,Palma,LSMSF
974_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.35,9.3,20.1,43.89,13.59,0.95,3.23,Hake,Palma,LSMSF
976_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.27,9.39,20.24,43.56,13.4,0.95,3.25,Hake,Palma,LSMSF
987_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.37,9.13,20.05,44.62,13.78,1.02,3.24,Hake,Palma,LSMSF
988_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.79,8.5,19.98,43.94,13.64,0.99,3.22,Hake,Palma,LSMSF
990_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.18,9.67,18.92,43.39,13.62,0.97,3.19,Hake,Palma,LSMSF
995_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.12,9.9,20.29,43.46,13.61,0.97,3.19,Hake,Palma,LSMSF
997_Med,"Fish market, Majorca (IMEDEA)",Mediterranean,2018,-19.82,8.26,19.58,45.11,13.86,0.98,3.25,Hake,Palma,LSMSF
876_Cel,Ifremer,Celtic,2018,-18.88,12.77,19.2,44.29,13.58,1.01,3.26,Hake,CELTIC_15,LSMSF
1249_Ws,Marine Scotland,West Scotland,2018,-18.91,13.5,18.3,44.77,13.18,0.91,3.4,Hake,WESTSCOT_09,LSMSF
1250_Ws,Marine Scotland,West Scotland,2018,-19.49,13.71,18.15,45.04,13.28,0.94,3.39,Hake,WESTSCOT_09,LSMSF
1251_Ws,Marine Scotland,West Scotland,2018,-19.72,13.6,18.34,45.35,13.34,0.94,3.4,Hake,WESTSCOT_09,LSMSF
1252_Ws,Marine Scotland,West Scotland,2018,-19.54,13.06,18.87,44.61,13.26,0.9,3.36,Hake,WESTSCOT_09,LSMSF
1253_Ws,Marine Scotland,West Scotland,2018,-19.66,12.9,17.86,44.49,13.59,0.94,3.27,Hake,WESTSCOT_09,LSMSF
1254_Ws,Marine Scotland,West Scotland,2018,-17.86,14.42,16.93,44.52,13.9,0.94,3.2,Hake,WESTSCOT_11,LSMSF
1255_Ws,Marine Scotland,West Scotland,2018,-18.85,13.82,18.26,43.89,13.44,0.93,3.27,Hake,WESTSCOT_11,LSMSF
1256_Ws,Marine Scotland,West Scotland,2018,-18.15,13.69,18.31,43.32,13.5,0.96,3.21,Hake,WESTSCOT_11,LSMSF
1257_Ws,Marine Scotland,West Scotland,2018,-18.09,14.11,18.23,43.41,13.42,0.93,3.24,Hake,WESTSCOT_11,LSMSF
1258_Ws,Marine Scotland,West Scotland,2018,-19.57,12.72,18.41,44.55,13.29,0.95,3.35,Hake,WESTSCOT_06,LSMSF
1259_Ws,Marine Scotland,West Scotland,2018,-19.38,13.04,18.06,44.72,13.63,0.93,3.28,Hake,WESTSCOT_06,LSMSF
1260_Ws,Marine Scotland,West Scotland,2018,-19.17,13.17,18.69,44.41,13.75,0.96,3.23,Hake,WESTSCOT_06,LSMSF
1261_Ws,Marine Scotland,West Scotland,2018,-19.79,13.34,18.5,46.13,13.37,0.93,3.45,Hake,WESTSCOT_06,LSMSF
1262_Ws,Marine Scotland,West Scotland,2018,-18.11,14.01,16.89,44.45,13.74,0.95,3.24,Hake,WESTSCOT_06,LSMSF
1263_Ws,Marine Scotland,West Scotland,2018,-18.62,13.82,17.45,44.4,13.69,0.95,3.24,Hake,WESTSCOT_12,LSMSF
1264_Ws,Marine Scotland,West Scotland,2018,-18.65,13.9,18.23,44.03,13.24,0.92,3.32,Hake,WESTSCOT_12,LSMSF
1265_Ws,Marine Scotland,West Scotland,2018,-18.08,13.99,17.66,44.11,13.53,0.94,3.26,Hake,WESTSCOT_12,LSMSF
1266_Ws,Marine Scotland,West Scotland,2018,-18.85,13.92,18.26,44.08,13.5,0.93,3.27,Hake,WESTSCOT_12,LSMSF
1267_Ws,Marine Scotland,West Scotland,2018,-18.76,13.79,17.45,44.56,13.42,0.95,3.32,Hake,WESTSCOT_12,LSMSF
1268_Ws,Marine Scotland,West Scotland,2018,-19.3,13.58,18.42,44.9,13.29,0.94,3.38,Hake,WESTSCOT_05,LSMSF
1269_Ws,Marine Scotland,West Scotland,2018,-18.99,13.48,17.95,44.36,13.7,0.97,3.24,Hake,WESTSCOT_05,LSMSF
1270_Ws,Marine Scotland,West Scotland,2018,-19.48,13.6,16.89,48.3,13.5,0.97,3.58,Hake,WESTSCOT_05,LSMSF
1271_Ws,Marine Scotland,West Scotland,2018,-19.42,12.91,17.96,45.21,13.38,0.92,3.38,Hake,WESTSCOT_05,LSMSF
1272_Ws,Marine Scotland,West Scotland,2018,-19.2,13.82,18.44,44.62,13.59,0.94,3.28,Hake,WESTSCOT_05,LSMSF
1273_Ws,Marine Scotland,West Scotland,2018,-18.6,13.86,19.13,45.38,13.57,1.03,3.34,Hake,WESTSCOT_03,LSMSF
1274_Ws,Marine Scotland,West Scotland,2018,-18.72,13.87,17.8,44.59,13.41,0.95,3.32,Hake,WESTSCOT_03,LSMSF
1275_Ws,Marine Scotland,West Scotland,2018,-19.76,13.72,18.14,44.58,13.4,0.94,3.33,Hake,WESTSCOT_10,LSMSF
1276_Ws,Marine Scotland,West Scotland,2018,-19.19,13.86,17.77,44.72,13.34,0.93,3.35,Hake,WESTSCOT_10,LSMSF
1277_Ws,Marine Scotland,West Scotland,2018,-19.58,12.94,18.73,45.71,13.69,0.96,3.34,Hake,WESTSCOT_10,LSMSF
1278_Ws,Marine Scotland,West Scotland,2018,-19.2,13.77,17.87,44.86,13.5,0.95,3.32,Hake,WESTSCOT_10,LSMSF
1279_Ws,Marine Scotland,West Scotland,2018,-19.19,13.52,18.46,44.32,13.55,0.95,3.27,Hake,WESTSCOT_10,LSMSF
1280_Ws,Marine Scotland,West Scotland,2018,-18.99,13.51,18.43,44.59,13.64,0.96,3.27,Hake,WESTSCOT_07,LSMSF
1281_Ws,Marine Scotland,West Scotland,2018,-19.66,13.13,18.62,44.82,13.42,0.97,3.34,Hake,WESTSCOT_07,LSMSF
113_NS,Marine Scotland,North,2018,-19.33,13.88,18.18,44.93,13.68,1.12,3.29,Hake,NORTH_20,LSMSF
117_NS,Marine Scotland,North,2018,-19.09,14.23,16.63,44.04,13.54,1.09,3.25,Hake,NORTH_20,LSMSF
128_NS,Marine Scotland,North,2018,-19.73,13.1,18.54,43.41,13.53,1.06,3.21,Hake,NORTH_18,LSMSF
129_Ns,Marine Scotland,North,2018,-19.12,13.11,18.19,43.18,13.53,1,3.19,Hake,NORTH_18,LSMSF
132_NS,Marine Scotland,North,2018,-19.23,14.06,17.64,45.1,13.49,1.09,3.34,Hake,NORTH_18,LSMSF
133_NS,Marine Scotland,North,2018,-19.17,14.18,18.47,43.82,13.3,1.07,3.3,Hake,NORTH_35,LSMSF
134_NS,Marine Scotland,North,2018,-19.15,13.53,18.93,42.68,13.15,1.07,3.24,Hake,NORTH_35,LSMSF
162_NS,Marine Scotland,North,2018,-18.73,14.35,16.37,43.48,13.06,1.14,3.33,Hake,NORTH_10,LSMSF
163_NS,Marine Scotland,North,2018,-19.01,13.2,18.59,43.07,13.11,0.98,3.29,Hake,NORTH_10,LSMSF
164_NS,Marine Scotland,North,2018,-19.21,12.29,16.79,43.07,13.19,1.06,3.27,Hake,NORTH_10,LSMSF
166_NS,Marine Scotland,North,2018,-18.61,13.85,18.26,43.59,13.24,1.02,3.29,Hake,NORTH_10,LSMSF
168_NS,Marine Scotland,North,2018,-19.23,12.87,18.48,42.51,12.97,1.02,3.28,Hake,NORTH_12,LSMSF
169_NS,Marine Scotland,North,2018,-19.49,12.34,18.67,43.67,13.12,1.05,3.33,Hake,NORTH_12,LSMSF
170_NS,Marine Scotland,North,2018,-19.2,12.77,18.45,43.06,12.88,1,3.34,Hake,NORTH_12,LSMSF
172_NS,Marine Scotland,North,2018,-18.85,12.88,18.31,43.37,13.25,1.02,3.27,Hake,NORTH_12,LSMSF
179_NS,Marine Scotland,North,2018,-19.85,14.31,19.04,42.92,13.19,1.05,3.25,Hake,NORTH_16,LSMSF
180_NS,Marine Scotland,North,2018,-19.11,13.36,18.13,43.45,13.31,1.01,3.26,Hake,NORTH_16,LSMSF
187_NS,Marine Scotland,North,2018,-18.93,14.7,18.33,44.3,12.72,0.92,3.48,Hake,NORTH_01,LSMSF
189_NS,Marine Scotland,North,2018,-19.29,14.18,17.59,42,12.81,0.97,3.28,Hake,NORTH_01,LSMSF
190_NS,Marine Scotland,North,2018,-19.05,13.73,17.92,43.92,13.35,1.01,3.29,Hake,NORTH_01,LSMSF
206_NS,Marine Scotland,North,2018,-18.92,13.84,17.47,43.2,13.48,1.05,3.2,Hake,NORTH_22,LSMSF
207_Ns,Marine Scotland,North,2018,-19.33,13.09,17.98,44.78,13.72,1.03,3.26,Hake,NORTH_22,LSMSF
208_NS,Marine Scotland,North,2018,-18.6,14.24,16.81,44.33,13.42,0.83,3.3,Hake,NORTH_22,LSMSF
209_NS,Marine Scotland,North,2018,-19.44,13.65,18.02,43.58,13.64,1.03,3.2,Hake,NORTH_22,LSMSF
229_NS,Marine Scotland,North,2018,-19.16,13.39,18.78,44.29,13.69,1.07,3.23,Hake,NORTH_25,LSMSF
230_NS,Marine Scotland,North,2018,-19,13.88,18.21,43.57,13.26,1.06,3.29,Hake,NORTH_25,LSMSF
231_NS,Marine Scotland,North,2018,-18.68,13.98,18.73,43.79,13.46,1.07,3.25,Hake,NORTH_25,LSMSF
242_NS,Marine Scotland,North,2018,-18.77,13.8,18.58,45.42,13.93,1.02,3.26,Hake,NORTH_32,LSMSF
243_NS,Marine Scotland,North,2018,-18.76,13.65,18.52,43.18,13.17,1.08,3.28,Hake,NORTH_32,LSMSF
245_NS,Marine Scotland,North,2018,-19.76,12.88,17.49,47.13,13.47,0.99,3.5,Hake,NORTH_32,LSMSF
251_NS,Marine Scotland,North,2018,-20.4,13.41,17.54,51.38,13.63,1.14,3.77,Hake,NORTH_14,LSMSF
252_NS,Marine Scotland,North,2018,-20.04,12.55,18.68,43.32,13.27,1.02,3.26,Hake,NORTH_14,LSMSF
253_NS,Marine Scotland,North,2018,-19.99,12.91,18.52,45.94,13.84,0.99,3.32,Hake,NORTH_14,LSMSF
254_NS,Marine Scotland,North,2018,-19.68,12.85,18.63,43.11,13.34,1,3.23,Hake,NORTH_14,LSMSF
255_NS,Marine Scotland,North,2018,-19.5,11.73,17.98,43.79,13.5,1.08,3.24,Hake,NORTH_14,LSMSF
277_Ns,Marine Scotland,North,2018,-19.07,13.45,18.28,43.75,13.62,1.04,3.21,Hake,NORTH_27,LSMSF
300_NS,Marine Scotland,North,2018,-18.61,13.02,17.55,43.29,13.15,1.03,3.29,Hake,NORTH_34,LSMSF
302_NS,Marine Scotland,North,2018,-19.08,13.2,18.46,45.14,13.56,0.96,3.33,Hake,NORTH_34,LSMSF
303_NS,Marine Scotland,North,2018,-19.04,13.21,18.14,43.27,13.37,1.02,3.24,Hake,NORTH_34,LSMSF
324_NS,Marine Scotland,North,2018,-19.26,13.46,18.25,44.1,13.52,1.09,3.26,Hake,NORTH_37,LSMSF
325_NS,Marine Scotland,North,2018,-18.99,14.43,18.13,46.57,13.88,1.01,3.36,Hake,NORTH_37,LSMSF
326_NS,Marine Scotland,North,2018,-19.03,13.61,18.6,43.47,13.09,1.06,3.32,Hake,NORTH_37,LSMSF
327_NS,Marine Scotland,North,2018,-19.08,13.89,18.08,43.18,13.34,1.05,3.24,Hake,NORTH_37,LSMSF
328_NS,Marine Scotland,North,2018,-18.91,14.31,18.13,42.65,13.18,1,3.24,Hake,NORTH_37,LSMSF
349_NS,Marine Scotland,North,2018,-19.01,13.18,17.44,43.29,13.17,1,3.29,Hake,NORTH_31,LSMSF
350_NS,Marine Scotland,North,2018,-18.95,13.5,18.26,43.51,13.29,1.02,3.27,Hake,NORTH_31,LSMSF
351_NS,Marine Scotland,North,2018,-18.9,13.95,18.27,43.47,12.86,1.02,3.38,Hake,NORTH_31,LSMSF
362_NS,Marine Scotland,North,2018,-19.17,13.15,17.85,43.8,13.29,1.06,3.3,Hake,NORTH_17,LSMSF
363_NS,Marine Scotland,North,2018,-19.26,13.4,18.09,42.67,13.02,1.02,3.28,Hake,NORTH_17,LSMSF
370_NS,Marine Scotland,North,2018,-18.96,13.57,18.25,44.77,13.4,1,3.34,Hake,NORTH_03,LSMSF
387_NS,Marine Scotland,North,2018,-19.13,13.33,17.94,45.08,13.59,0.93,3.32,Hake,NORTH_38,LSMSF
388_NS,Marine Scotland,North,2018,-19.07,13.94,18.21,43.29,13.35,1.06,3.24,Hake,NORTH_38,LSMSF
391_NS,Marine Scotland,North,2018,-19.28,13.37,18.22,42.39,13.01,1.03,3.26,Hake,NORTH_38,LSMSF
398_NS,Marine Scotland,North,2018,-18.94,13.92,17.86,45.66,13.86,0.96,3.29,Hake,NORTH_08,LSMSF
399_NS,Marine Scotland,North,2018,-19.05,13.67,17.22,43.27,13.44,0.96,3.22,Hake,NORTH_08,LSMSF
400_NS,Marine Scotland,North,2018,-19.24,13.65,18.54,45.43,13.24,0.89,3.43,Hake,NORTH_08,LSMSF
401_NS,Marine Scotland,North,2018,-19.27,13.22,17.01,43.64,13.6,1.01,3.21,Hake,NORTH_08,LSMSF
418_NS,Marine Scotland,North,2018,-18.73,13.38,17.94,43.37,13.4,1.05,3.24,Hake,NORTH_33,LSMSF
419_NS,Marine Scotland,North,2018,-18.7,13.03,18.27,46.02,13.82,1.01,3.33,Hake,NORTH_33,LSMSF
420_NS,Marine Scotland,North,2018,-19.28,13.56,18.14,44.08,12.96,1,3.4,Hake,NORTH_33,LSMSF
421_NS,Marine Scotland,North,2018,-18.66,13.15,18.39,43.41,13.22,1.08,3.28,Hake,NORTH_33,LSMSF
432_NS,Marine Scotland,North,2018,-19.03,13.62,17.97,44.6,13.32,0.95,3.35,Hake,NORTH_09,LSMSF
433_NS,Marine Scotland,North,2018,-19.37,14.08,18.84,45.11,12.94,1.02,3.49,Hake,NORTH_09,LSMSF
434_NS,Marine Scotland,North,2018,-19.04,12.7,18.51,44.2,13.69,1.05,3.23,Hake,NORTH_09,LSMSF
435_NS,Marine Scotland,North,2018,-19.19,13.02,18.62,44.68,13.07,0.94,3.42,Hake,NORTH_09,LSMSF
436_NS,Marine Scotland,North,2018,-19.41,13.34,17.2,44.16,13.23,1.04,3.34,Hake,NORTH_09,LSMSF
447_NS,Marine Scotland,North,2018,-18.9,12.7,17.98,43.9,13.16,1.04,3.34,Hake,NORTH_19,LSMSF
449_NS,Marine Scotland,North,2018,-19.34,13.52,17.78,44.01,13.27,1.02,3.32,Hake,NORTH_19,LSMSF
450_NS,Marine Scotland,North,2018,-19.48,13.29,17.82,42.66,13.23,1.06,3.22,Hake,NORTH_19,LSMSF
464_NS,Marine Scotland,North,2018,-20.16,12.51,17.89,50.06,14.22,1.03,3.52,Hake,NORTH_13,LSMSF
466_Ns,Marine Scotland,North,2018,-19.36,12.68,17.99,44.97,13.82,0.96,3.25,Hake,NORTH_13,LSMSF
484_NS,Marine Scotland,North,2018,-19.35,14.09,18.06,43.17,13.29,1.09,3.25,Hake,NORTH_21,LSMSF
485_NS,Marine Scotland,North,2018,-19.42,13.42,18.33,45.53,13.85,1.02,3.29,Hake,NORTH_21,LSMSF
486_NS,Marine Scotland,North,2018,-19.1,13.56,17.91,43.37,13.28,1.03,3.27,Hake,NORTH_21,LSMSF
487_NS,Marine Scotland,North,2018,-19.1,13.61,18,42.97,13.04,1.05,3.29,Hake,NORTH_21,LSMSF
494_Ns,Marine Scotland,North,2018,-19.92,12.33,18.12,43.95,13.64,1,3.22,Hake,NORTH_15,LSMSF
495_NS,Marine Scotland,North,2018,-18.8,13.23,18.43,45.42,13.81,0.98,3.29,Hake,NORTH_15,LSMSF
496_NS,Marine Scotland,North,2018,-19.36,12.05,18.07,42.92,13.12,1.03,3.27,Hake,NORTH_15,LSMSF
515_NS,Marine Scotland,North,2018,-19.44,12.81,18.56,43.18,13.3,1.09,3.25,Hake,NORTH_30,LSMSF
524_NS,Marine Scotland,North,2018,-19.4,13.02,17.29,43.58,13.34,1,3.27,Hake,NORTH_02,LSMSF
1285_Cor,Fish monger Port Isaac,Cornwall,2020,-19.6,13.19,18.64,49,13.76,0.92,3.56,Hake,COR_01,LSMSF
1286_Cor,Fish monger Port Isaac,Cornwall,2020,-18.31,14.38,18.36,47.14,14.56,0.98,3.24,Hake,COR_02,LSMSF
1287_Cor,Fish monger Port Isaac,Cornwall,2020,-18.7,13.81,18.75,47.56,14.42,0.95,3.3,Hake,COR_03,LSMSF
FP_91,Fisheries practical,Celtic,2019,-18.87,13.67,18.31,51.6,14.07,0.99,3.67,Hake,Wadebridge,LSMSF
FP_92,Fisheries practical,Celtic,2019,-18.89,13.61,18.44,51.26,13.89,1.03,3.69,Hake,Wadebridge,LSMSF
FP_93,Fisheries practical,Celtic,2019,-17.94,15.35,18.41,48.5,14.48,1,3.35,Hake,Lyme Regis,LSMSF
FP_94,Fisheries practical,Celtic,2019,-17.97,15.04,18.45,48.52,14.47,1.02,3.35,Hake,Lyme Regis,LSMSF
FP_95,Fisheries practical,Celtic,2019,-17.87,14.3,18.62,48.31,14.53,1.04,3.33,Hake,Lyme Regis,LSMSF
FP_96,Fisheries practical,Celtic,2019,-17.97,15.04,18.33,48.41,14.51,1.07,3.34,Hake,Lyme Regis,LSMSF
FP_97,Fisheries practical,Celtic,2019,-17.55,15.53,18.42,47.96,14.47,1.06,3.31,Hake,Lyme Regis,LSMSF
FP_98,Fisheries practical,Celtic,2019,-18.14,15.04,18.59,49.59,14.36,1.05,3.45,Hake,Lyme Regis,LSMSF
FP_99,Fisheries practical,Celtic,2019,-19.17,13.54,18.64,50.03,14.09,1.01,3.55,Hake,Lyme Regis,LSMSF
FP_100,Fisheries practical,Celtic,2019,-18.16,14.47,18.52,48.78,14.21,1.01,3.43,Hake,Lyme Regis,LSMSF
FP_116,Fisheries practical,Celtic,2019,-18.25,14.46,18.34,49.42,14.48,1.02,3.41,Hake,St Ives,LSMSF
